	Age	City	Date	Event	Gender	Hand	Module	Run	Sample	Sport	State	Study	Surface	Time	Touches	Type	Wash
CPR_CP.ME037	Mixed	Washington	4/25/2014	SciEngFest				4.0	ME037		DC	cpr				phone	
CPR_SH.MC086	Mixed	Washington	4/25/2014	SciEngFest				3.0	MC086		DC	cpr				shoe	
CPR_SH.MC012	Mixed	Washington	4/25/2014	SciEngFest				3.0	MC012		DC	cpr				shoe	
CPR_SH.MC090	Mixed	Washington	4/25/2014	SciEngFest				3.0	MC090		DC	cpr				shoe	
CPR_SH.ME046	Mixed	Washington	4/25/2014	SciEngFest				3.0	ME046		DC	cpr				shoe	
CPR_SH.MC005	Mixed	Washington	4/25/2014	SciEngFest				3.0	MC005		DC	cpr				shoe	
CPR_CP.LT065	Mixed	Washington	4/25/2014	SciEngFest				3.0	LT065		DC	cpr				phone	
CPR_CP.ME001	Mixed	Washington	4/25/2014	SciEngFest				3.0	ME001		DC	cpr				phone	
CPR_SH.FZ006	Mixed	Washington	4/25/2014	SciEngFest				3.0	FZ006		DC	cpr				shoe	
CPR_SH.FZ021	Mixed	Washington	4/25/2014	SciEngFest				4.0	FZ021		DC	cpr				shoe	
CPR_CP.ME012	Mixed	Washington	4/25/2014	SciEngFest				3.0	ME012		DC	cpr				phone	
CPR_CP.ME017	Mixed	Washington	4/25/2014	SciEngFest				3.0	ME017		DC	cpr				phone	
CPR_CP.ME011	Mixed	Washington	4/25/2014	SciEngFest				3.0	ME011		DC	cpr				phone	
CPR_SH.MC073	Mixed	Washington	4/25/2014	SciEngFest				3.0	MC073		DC	cpr				shoe	
CPR_SH.LT065	Mixed	Washington	4/25/2014	SciEngFest				3.0	LT065		DC	cpr				shoe	
CPR_CP.MC011	Mixed	Washington	4/25/2014	SciEngFest				4.0	MC011		DC	cpr				phone	
CPR_CP.ME032	Mixed	Washington	4/25/2014	SciEngFest				3.0	ME032		DC	cpr				phone	
CPR_CP.MC090	Mixed	Washington	4/25/2014	SciEngFest				3.0	MC090		DC	cpr				phone	
CPR_CP.ME031	Mixed	Washington	4/25/2014	SciEngFest				3.0	ME031		DC	cpr				phone	
CPR_CP.ME029	Mixed	Washington	4/25/2014	SciEngFest				3.0	ME029		DC	cpr				phone	
CPR_CP.MC079	Mixed	Washington	4/25/2014	SciEngFest				3.0	MC079		DC	cpr				phone	
CPR_SH.MC001	Mixed	Washington	4/25/2014	SciEngFest				3.0	MC001		DC	cpr				shoe	
CPR_SH.MC092	Mixed	Washington	4/25/2014	SciEngFest				3.0	MC092		DC	cpr				shoe	
CPR_SH.LR010	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR010		DC	cpr				shoe	
CPR_CP.LR011	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR011		DC	cpr				phone	
CPR_SH.LA083	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA083		DC	cpr				shoe	
CPR_SH.LR016	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR016		DC	cpr				shoe	
CPR_CP.LA090	Mixed	Washington	9/14/2013	SmithsonianAirSpace				4.0	LA090		DC	cpr				phone	
CPR_CP.LA084	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA084		DC	cpr				phone	
CPR_CP.LA089	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA089		DC	cpr				phone	
CPR_SH.LR003	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR003		DC	cpr				shoe	
CPR_SH.LA087	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA087		DC	cpr				shoe	
CPR_SH.LR015	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR015		DC	cpr				shoe	
CPR_CP.LA086	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA086		DC	cpr				phone	
CPR_CP.LA088	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA088		DC	cpr				phone	
CPR_CP.LR012	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR012		DC	cpr				phone	
CPR_CP.LR001	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR001		DC	cpr				phone	
CPR_SH.LR009	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR009		DC	cpr				shoe	
CPR_CP.LR004	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR004		DC	cpr				phone	
CPR_CP.LR008	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR008		DC	cpr				phone	
CPR_CP.LR003	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR003		DC	cpr				phone	
CPR_SH.LA081	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA081		DC	cpr				shoe	
CPR_SH.LA082	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA082		DC	cpr				shoe	
CPR_CP.LR016	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR016		DC	cpr				phone	
CPR_CP.LR013	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR013		DC	cpr				phone	
CPR_SH.LR002	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR002		DC	cpr				shoe	
CPR_SH.LA089	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA089		DC	cpr				shoe	
CPR_CP.LR007	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR007		DC	cpr				phone	
CPR_CP.LR006	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR006		DC	cpr				phone	
CPR_SH.LR006	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR006		DC	cpr				shoe	
CPR_SH.LA090	Mixed	Washington	9/14/2013	SmithsonianAirSpace				4.0	LA090		DC	cpr				shoe	
CPR_CP.LA081	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA081		DC	cpr				phone	
CPR_SH.LR008	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR008		DC	cpr				shoe	
CPR_SH.LA084	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA084		DC	cpr				shoe	
CPR_CP.LA083	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA083		DC	cpr				phone	
CPR_SH.LR012	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR012		DC	cpr				shoe	
CPR_CP.LR010	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR010		DC	cpr				phone	
CPR_CP.LA087	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA087		DC	cpr				phone	
CPR_SH.LR014	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR014		DC	cpr				shoe	
CPR_CP.LA085	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA085		DC	cpr				phone	
CPR_SH.LR005	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR005		DC	cpr				shoe	
CPR_SH.LA085	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA085		DC	cpr				shoe	
CPR_CP.LR002	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR002		DC	cpr				phone	
CPR_SH.LR013	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR013		DC	cpr				shoe	
CPR_SH.LR001	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR001		DC	cpr				shoe	
CPR_CP.LR005	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR005		DC	cpr				phone	
CPR_CP.LR009	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR009		DC	cpr				phone	
CPR_SH.LR007	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR007		DC	cpr				shoe	
CPR_CP.LR015	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR015		DC	cpr				phone	
CPR_SH.LR011	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR011		DC	cpr				shoe	
CPR_SH.LR004	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR004		DC	cpr				shoe	
CPR_SH.LA086	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LA086		DC	cpr				shoe	
CPR_CP.LR014	Mixed	Washington	9/14/2013	SmithsonianAirSpace				1.0	LR014		DC	cpr				phone	
CPR_CP.AB018	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB018	Basketball	TX	cpr				phone	
CPR_CP.AB056	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB056	Basketball	TX	cpr				phone	
CPR_SH.AB045	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB045	Basketball	TX	cpr				shoe	
CPR_SH.AB042	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB042	Basketball	TX	cpr				shoe	
CPR_CP.AB012	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB012	Basketball	TX	cpr				phone	
CPR_SH.AB043	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB043	Basketball	TX	cpr				shoe	
CPR_CP.AB055	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB055	Basketball	TX	cpr				phone	
CPR_SH.AB048	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB048	Basketball	TX	cpr				shoe	
CPR_SH.AE022	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE022	Basketball	TX	cpr				shoe	
CPR_SH.AB046	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB046	Basketball	TX	cpr				shoe	
CPR_SH.AE074	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE074	Basketball	TX	cpr				shoe	
CPR_CP.AB043	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB043	Basketball	TX	cpr				phone	
CPR_CP.AE025	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE025	Basketball	TX	cpr				phone	
CPR_CP.AB011	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB011	Basketball	TX	cpr				phone	
CPR_CP.AB051	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB051	Basketball	TX	cpr				phone	
CPR_CP.AE027	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE027	Basketball	TX	cpr				phone	
CPR_SH.AE023	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE023	Basketball	TX	cpr				shoe	
CPR_CP.AB005	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB005	Basketball	TX	cpr				phone	
CPR_CP.AB010	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB010	Basketball	TX	cpr				phone	
CPR_CP.AB046	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB046	Basketball	TX	cpr				phone	
CPR_CP.AE038	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE038	Basketball	TX	cpr				phone	
CPR_CP.AB057	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB057	Basketball	TX	cpr				phone	
CPR_CP.AE076	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE076	Basketball	TX	cpr				phone	
CPR_SH.AB050	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB050	Basketball	TX	cpr				shoe	
CPR_CP.AE023	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE023	Basketball	TX	cpr				phone	
CPR_SH.AE063	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE063	Basketball	TX	cpr				shoe	
CPR_CP.AB006	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB006	Basketball	TX	cpr				phone	
CPR_CP.AB042	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB042	Basketball	TX	cpr				phone	
CPR_SH.AE071	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE071	Basketball	TX	cpr				shoe	
CPR_CP.AE030	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE030	Basketball	TX	cpr				phone	
CPR_CP.AE067	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE067	Basketball	TX	cpr				phone	
CPR_SH.AE036	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE036	Basketball	TX	cpr				shoe	
CPR_SH.AB018	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB018	Basketball	TX	cpr				shoe	
CPR_SH.AB057	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB057	Basketball	TX	cpr				shoe	
CPR_SH.AE076	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE076	Basketball	TX	cpr				shoe	
CPR_CP.AE065	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE065	Basketball	TX	cpr				phone	
CPR_SH.AE079	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE079	Basketball	TX	cpr				shoe	
CPR_CP.AB060	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB060	Basketball	TX	cpr				phone	
CPR_CP.AE063	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE063	Basketball	TX	cpr				phone	
CPR_CP.AB050	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB050	Basketball	TX	cpr				phone	
CPR_SH.AE031	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE031	Basketball	TX	cpr				shoe	
CPR_CP.AB058	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB058	Basketball	TX	cpr				phone	
CPR_SH.AE080	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE080	Basketball	TX	cpr				shoe	
CPR_SH.AB058	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB058	Basketball	TX	cpr				shoe	
CPR_CP.AE066	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE066	Basketball	TX	cpr				phone	
CPR_CP.AE071	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE071	Basketball	TX	cpr				phone	
CPR_SH.AE070	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE070	Basketball	TX	cpr				shoe	
CPR_CP.AE024	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE024	Basketball	TX	cpr				phone	
CPR_CP.AE062	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE062	Basketball	TX	cpr				phone	
CPR_SH.AE067	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE067	Basketball	TX	cpr				shoe	
CPR_CP.AE040	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE040	Basketball	TX	cpr				phone	
CPR_CP.AB017	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB017	Basketball	TX	cpr				phone	
CPR_SH.AE026	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE026	Basketball	TX	cpr				shoe	
CPR_SH.AB010	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB010	Basketball	TX	cpr				shoe	
CPR_SH.AB015	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB015	Basketball	TX	cpr				shoe	
CPR_SH.AB060	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB060	Basketball	TX	cpr				shoe	
CPR_SH.AB011	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB011	Basketball	TX	cpr				shoe	
CPR_CP.AE079	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE079	Basketball	TX	cpr				phone	
CPR_SH.AE027	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE027	Basketball	TX	cpr				shoe	
CPR_CP.AB048	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB048	Basketball	TX	cpr				phone	
CPR_SH.AE032	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE032	Basketball	TX	cpr				shoe	
CPR_SH.AE062	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE062	Basketball	TX	cpr				shoe	
CPR_CP.AB049	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB049	Basketball	TX	cpr				phone	
CPR_SH.AB004	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB004	Basketball	TX	cpr				shoe	
CPR_CP.AE039	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE039	Basketball	TX	cpr				phone	
CPR_CP.AE031	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE031	Basketball	TX	cpr				phone	
CPR_CP.AB045	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB045	Basketball	TX	cpr				phone	
CPR_SH.AE066	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE066	Basketball	TX	cpr				shoe	
CPR_CP.AB004	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB004	Basketball	TX	cpr				phone	
CPR_SH.AE025	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE025	Basketball	TX	cpr				shoe	
CPR_SH.AE038	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE038	Basketball	TX	cpr				shoe	
CPR_SH.AB005	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB005	Basketball	TX	cpr				shoe	
CPR_CP.AE022	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE022	Basketball	TX	cpr				phone	
CPR_SH.AE039	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE039	Basketball	TX	cpr				shoe	
CPR_SH.AB056	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB056	Basketball	TX	cpr				shoe	
CPR_SH.AE065	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE065	Basketball	TX	cpr				shoe	
CPR_CP.AE036	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE036	Basketball	TX	cpr				phone	
CPR_SH.AB055	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB055	Basketball	TX	cpr				shoe	
CPR_CP.AE032	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE032	Basketball	TX	cpr				phone	
CPR_SH.AB049	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB049	Basketball	TX	cpr				shoe	
CPR_CP.AE026	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE026	Basketball	TX	cpr				phone	
CPR_CP.AB015	Mixed	San Antonio	4/12/2013	SPURS				2.0	AB015	Basketball	TX	cpr				phone	
CPR_CP.AE080	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE080	Basketball	TX	cpr				phone	
CPR_SH.AE040	Mixed	San Antonio	4/12/2013	SPURS				2.0	AE040	Basketball	TX	cpr				shoe	
CPR_SH.FV032	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV032		CA	cpr				shoe	
CPR_CP.FV033	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV033		CA	cpr				phone	
CPR_CP.FV025	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV025		CA	cpr				phone	
CPR_SH.FV026	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV026		CA	cpr				shoe	
CPR_CP.FV042	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV042		CA	cpr				phone	
CPR_CP.FV024	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV024		CA	cpr				phone	
CPR_CP.FV026	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV026		CA	cpr				phone	
CPR_CP.FV034	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV034		CA	cpr				phone	
CPR_SH.FV024	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV024		CA	cpr				shoe	
CPR_CP.FV032	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV032		CA	cpr				phone	
CPR_SH.FV033	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV033		CA	cpr				shoe	
CPR_CP.FV023	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV023		CA	cpr				phone	
CPR_CP.FV022	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV022		CA	cpr				phone	
CPR_SH.FV044	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV044		CA	cpr				shoe	
CPR_SH.FV042	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV042		CA	cpr				shoe	
CPR_CP.FV041	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV041		CA	cpr				phone	
CPR_CP.FV021	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV021		CA	cpr				phone	
CPR_CP.FV044	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV044		CA	cpr				phone	
CPR_SH.FV034	Adult	Palmdale	7/19/2013	TeachersInSpace				2.0	FV034		CA	cpr				shoe	
CPR_CP.LR044	Adult	Longmeadow	9/26/2013	Tufts				1.0	LR044		MA	cpr				phone	
CPR_CP.LR045	Adult	Longmeadow	9/26/2013	Tufts				1.0	LR045		MA	cpr				phone	
CPR_CP.LR043	Adult	Longmeadow	9/26/2013	Tufts				1.0	LR043		MA	cpr				phone	
CPR_SH.LR044	Adult	Longmeadow	9/26/2013	Tufts				1.0	LR044		MA	cpr				shoe	
CPR_CP.LR042	Adult	Longmeadow	9/26/2013	Tufts				1.0	LR042		MA	cpr				phone	
CPR_SH.LR041	Adult	Longmeadow	9/26/2013	Tufts				1.0	LR041		MA	cpr				shoe	
CPR_SH.LR043	Adult	Longmeadow	9/26/2013	Tufts				1.0	LR043		MA	cpr				shoe	
CPR_SH.LR045	Adult	Longmeadow	9/26/2013	Tufts				1.0	LR045		MA	cpr				shoe	
CPR_CP.LR041	Adult	Longmeadow	9/26/2013	Tufts				1.0	LR041		MA	cpr				phone	
CPR_SH.LR042	Adult	Longmeadow	9/26/2013	Tufts				1.0	LR042		MA	cpr				shoe	
CPR_CP.AH040	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH040		OK	cpr				phone	
CPR_CP.AH022	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH022		OK	cpr				phone	
CPR_CP.AH003	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH003		OK	cpr				phone	
CPR_CP.AH037	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH037		OK	cpr				phone	
CPR_SH.AD042	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD042		OK	cpr				shoe	
CPR_SH.AD053	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD053		OK	cpr				shoe	
CPR_CP.AH031	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH031		OK	cpr				phone	
CPR_CP.AH035	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH035		OK	cpr				phone	
CPR_SH.AD045	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD045		OK	cpr				shoe	
CPR_SH.AH030	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH030		OK	cpr				shoe	
CPR_SH.AH001	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH001		OK	cpr				shoe	
CPR_CP.AH006	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH006		OK	cpr				phone	
CPR_SH.AD048	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD048		OK	cpr				shoe	
CPR_SH.AD055	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD055		OK	cpr				shoe	
CPR_CP.AH036	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH036		OK	cpr				phone	
CPR_CP.AH020	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH020		OK	cpr				phone	
CPR_SH.AH033	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH033		OK	cpr				shoe	
CPR_SH.AH036	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH036		OK	cpr				shoe	
CPR_SH.AH038	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH038		OK	cpr				shoe	
CPR_CP.AH011	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH011		OK	cpr				phone	
CPR_CP.AH017	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH017		OK	cpr				phone	
CPR_SH.AH002	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH002		OK	cpr				shoe	
CPR_SH.AH020	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH020		OK	cpr				shoe	
CPR_SH.AD046	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD046		OK	cpr				shoe	
CPR_SH.AH013	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH013		OK	cpr				shoe	
CPR_SH.AH003	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH003		OK	cpr				shoe	
CPR_CP.AH038	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH038		OK	cpr				phone	
CPR_CP.AH008	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH008		OK	cpr				phone	
CPR_SH.AH040	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH040		OK	cpr				shoe	
CPR_SH.AH016	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH016		OK	cpr				shoe	
CPR_SH.AH008	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH008		OK	cpr				shoe	
CPR_SH.AH023	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH023		OK	cpr				shoe	
CPR_CP.AH024	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH024		OK	cpr				phone	
CPR_CP.AD052	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD052		OK	cpr				phone	
CPR_CP.AD045	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD045		OK	cpr				phone	
CPR_CP.AD053	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD053		OK	cpr				phone	
CPR_CP.AH013	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH013		OK	cpr				phone	
CPR_CP.AH021	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH021		OK	cpr				phone	
CPR_CP.AH007	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH007		OK	cpr				phone	
CPR_SH.AD052	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD052		OK	cpr				shoe	
CPR_CP.AH004	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH004		OK	cpr				phone	
CPR_SH.AH009	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH009		OK	cpr				shoe	
CPR_CP.AH012	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH012		OK	cpr				phone	
CPR_CP.AH001	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH001		OK	cpr				phone	
CPR_SH.AH011	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH011		OK	cpr				shoe	
CPR_CP.AH023	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH023		OK	cpr				phone	
CPR_SH.AH005	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH005		OK	cpr				shoe	
CPR_CP.AH033	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH033		OK	cpr				phone	
CPR_SH.AH012	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH012		OK	cpr				shoe	
CPR_CP.AD055	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD055		OK	cpr				phone	
CPR_CP.AH026	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH026		OK	cpr				phone	
CPR_SH.AH024	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH024		OK	cpr				shoe	
CPR_SH.AH004	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH004		OK	cpr				shoe	
CPR_CP.AD048	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD048		OK	cpr				phone	
CPR_CP.AH034	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH034		OK	cpr				phone	
CPR_CP.AD046	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD046		OK	cpr				phone	
CPR_SH.AH010	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH010		OK	cpr				shoe	
