	Age	City	Date	Event	Gender	Hand	Module	Run	Sample	Sport	State	Study	Surface	Time	Touches	Type	Wash
CPJ_199	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	right_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_206	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	right_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_8	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_22	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_36	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_43	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_50	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_57	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_64	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_71	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_78	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_85	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_92	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_99	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_113	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_127	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_134	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_141	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_148	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_155	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_162	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_169	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_176	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_183	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_190	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_197	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_204	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_front	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_9	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_16	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_23	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_37	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_44	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_51	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_58	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_65	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_72	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_79	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_86	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_93	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_100	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_107	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_114	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_128	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_135	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_142	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_149	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_156	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_163	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_170	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_177	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_184	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_191	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_198	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_205	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	phone_back	<map object at 0x2ba0cbeaaf60>		phone	
CPJ_6	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_13	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_20	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_27	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_41	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_48	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_55	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_62	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_69	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_76	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_83	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_90	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_97	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_104	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_111	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_118	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_132	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_139	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_146	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_153	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_160	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_167	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_174	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_181	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_188	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_195	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_202	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_209	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_tip	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_12	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_19	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_40	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_47	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_54	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_61	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_68	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_75	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_82	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_89	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_96	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_103	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_110	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_117	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_131	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_138	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_145	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_152	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_159	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_166	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_173	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_180	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_187	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_194	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_201	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_208	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	left_shoe_heel	<map object at 0x2ba0cbeaaf60>		shoe	
CPJ_7	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	floor	<map object at 0x2ba0cbeaaf60>		floor	
CPJ_14	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	floor	<map object at 0x2ba0cbeaaf60>		floor	
CPJ_21	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	floor	<map object at 0x2ba0cbeaaf60>		floor	
CPJ_28	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	floor	<map object at 0x2ba0cbeaaf60>		floor	
CPJ_35	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	floor	<map object at 0x2ba0cbeaaf60>		floor	
CPJ_42	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	floor	<map object at 0x2ba0cbeaaf60>		floor	
CPJ_49	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	floor	<map object at 0x2ba0cbeaaf60>		floor	
CPJ_56	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	floor	<map object at 0x2ba0cbeaaf60>		floor	
CPJ_63	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	floor	<map object at 0x2ba0cbeaaf60>		floor	
CPJ_70	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	floor	<map object at 0x2ba0cbeaaf60>		floor	
CPJ_77	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	floor	<map object at 0x2ba0cbeaaf60>		floor	
CPJ_91	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	floor	<map object at 0x2ba0cbeaaf60>		floor	
CPJ_98	Adult	Chicago	1/23/2015	Lab					SL<map object at 0x2ba0cbeaaef0>		IL	cpj	floor	<map object at 0x2ba0cbeaaf60>		floor	
